NAZIV_NAS;OPCINA;ZUPANIJA;SJEDISTE;BR_ST_01;ID_DZS;POST_BROJ;EASTING;NORTHING
Gornji Emovci;Požega;Požeško-slavonska;;150;20486;34000;2589761.495;5023144.169
Zarilac;Pleternica;Požeško-slavonska;;205;72656;34312;2608324.75;5022652.5
Kneževac;Èaglin;Požeško-slavonska;;96;29289;34350;2621033;5022581
Viliæ Selo;Brestovac;Požeško-slavonska;;186;69086;34322;2582570.699;5023072.195
Bjelanovac;Lipik;Požeško-slavonska;;37;3166;34551;2553144.5;5023492
Skenderovci;Brestovac;Požeško-slavonska;;219;57827;34322;2584620;5022986
Jaguplije;Brestovac;Požeško-slavonska;;175;25194;34322;2585819.604;5022670.813
Emovaèki Lug;Požega;Požeško-slavonska;;40;16403;34000;2588661.668;5022784.606
Ruševac;Brestovac;Požeško-slavonska;;0;56081;34320;2576108.558;5023139.194
Požega;Požega;Požeško-slavonska;Županije;20740;51225;34000;2592426.75;5020459
Stara Lipa;Požega;Požeško-slavonska;;220;59943;34000;2587746.75;5022084.5
Sesvete;Pleternica;Požeško-slavonska;;130;57371;34312;2604559.75;5021667.5
Knežci;Pleternica;Požeško-slavonska;;78;29262;34312;2609917.499;5021607.107
Migalovci;Èaglin;Požeško-slavonska;;144;40622;34350;2618254.5;5020947.5
Lakušija;Pleternica;Požeško-slavonska;;91;34231;34312;2603311.323;5021620.086
Bolomaèe;Brestovac;Požeško-slavonska;;13;4006;34322;2580725.25;5021910.5
Trapari;Pleternica;Požeško-slavonska;;175;65331;34310;2601918.75;5021334
Donji Emovci;Požega;Požeško-slavonska;;181;13307;34000;2590011;5021607.5
Oblakovac;Brestovac;Požeško-slavonska;;1;44555;34322;2578537.904;5021578.202
Busnovi;Brestovac;Požeško-slavonska;;97;7331;34322;2580016.75;5020891.5
Ivandol;Brestovac;Požeško-slavonska;;122;24686;34322;2579388.675;5021428.843
Dobrogošæe;Èaglin;Požeško-slavonska;;11;11240;34350;2623955.42;5020492.05
Novoselci;Pleternica;Požeško-slavonska;;223;44385;34310;2601230.902;5020823.472
Gornji Guèani;Brestovac;Požeško-slavonska;;51;20532;34322;2581436.314;5021117.755
Donji Guèani;Brestovac;Požeško-slavonska;;120;13340;34322;2581910.418;5021067.338
Ivanovci;Èaglin;Požeško-slavonska;;18;24830;34350;2615043.5;5020233
Zakorenje;Brestovac;Požeško-slavonska;;204;72290;34322;2582860.945;5020828.654
Veliki Bilaè;Èaglin;Požeško-slavonska;;49;68152;34350;2612256.885;5019860.767
Vidovci;Požega;Požeško-slavonska;;1705;68942;34000;2595713.534;5020506.211
Mali Bilaè;Pleternica;Požeško-slavonska;;26;38253;34310;2611044.394;5020165.393
Dervišaga;Požega;Požeško-slavonska;;951;10715;34000;2597401.705;5020295.128
Kuzmica;Pleternica;Požeško-slavonska;;521;33901;34311;2598547;5020230
Tulnik;Pleternica;Požeško-slavonska;;35;66281;34310;2609516;5019678.5
Ašikovci;Pleternica;Požeško-slavonska;;86;353;34312;2605013.969;5020021.661
Brestovac;Brestovac;Požeško-slavonska;Opæine;763;5231;34322;2586281.473;5020229.846
Srednje Selo;Pleternica;Požeško-slavonska;;308;59412;34310;2599212.36;5019822.514
Drškovci;Požega;Požeško-slavonska;;382;15156;34000;2590561.75;5019518.5
Nurkovac;Brestovac;Požeško-slavonska;;244;44466;34322;2587394;5019819.5
Završje;Brestovac;Požeško-slavonska;;326;72869;34322;2589052.077;5019898.809
Daranovci;Brestovac;Požeško-slavonska;;184;10324;34322;2584054;5019796.5
Dolac;Brestovac;Požeško-slavonska;;178;11398;34322;2585770.573;5019575.768
Viškovci;Pleternica;Požeško-slavonska;;263;69485;34310;2599783;5019502.5
Ruševo;Èaglin;Požeško-slavonska;;315;56111;34350;2617540.069;5018460.342
Novo Selo;Požega;Požeško-slavonska;;415;44148;34000;2589281.75;5019156
Pleternièki Mihaljevci;Pleternica;Požeško-slavonska;;26;48569;34310;2607987.928;5018994.013
Imrijevci;Èaglin;Požeško-slavonska;;51;24503;34350;2625591.999;5018638.128
Blacko;Pleternica;Požeško-slavonska;;249;3263;34310;2600319.972;5018967.204
Komušina;Požega;Požeško-slavonska;;102;29947;34000;2593955.75;5019094.5
Gradac;Pleternica;Požeško-slavonska;;1078;22055;34310;2603143.442;5018169.044
Djedina Rijeka;Èaglin;Požeško-slavonska;;164;11096;34350;2613953.997;5018247.671
Sovski Dol;Èaglin;Požeško-slavonska;;155;59153;34350;2620977.776;5018071.143
Kaliniæ;Pleternica;Požeško-slavonska;;88;27081;34310;2608713.75;5017815
Vesela;Pleternica;Požeško-slavonska;;186;68802;34310;2601387.25;5017782.5
Seoci;Požega;Požeško-slavonska;;95;57304;34000;2592703.5;5017666
Vasine Laze;Požega;Požeško-slavonska;;24;67288;34000;2595974.05;5017706.993
Pleternica;Pleternica;Požeško-slavonska;Grada;3682;48542;34310;2602503.19;5015617.471
Buk;Pleternica;Požeško-slavonska;;225;6947;34310;2607305.373;5016927.12
Æosine Laze;Požega;Požeško-slavonska;;27;10090;34000;2594375;5017154.5
Svilna;Pleternica;Požeško-slavonska;;172;62421;34310;2606639.795;5016853.916
Paka;Èaglin;Požeško-slavonska;;62;46434;34350;2622675.766;5016403.273
Resnik;Pleternica;Požeško-slavonska;;291;54909;34310;2605849;5016799
Gradski Vrhovci;Požega;Požeško-slavonska;;53;22268;34000;2589698.881;5017004.34
Crkveni Vrhovci;Požega;Požeško-slavonska;;32;8478;34000;2590904.69;5015703.473
Laze Prnjavor;Požega;Požeško-slavonska;;13;34533;34000;2594712.94;5015425.472
Bresnica;Pleternica;Požeško-slavonska;;261;5169;34310;2601166.957;5014674.859
Vrèin Dol;Pleternica;Požeško-slavonska;;4;70777;34310;2608242.5;5014300
Škrabutnik;Požega;Požeško-slavonska;;45;63673;34000;2588578.75;5014412.5
Sulkovci;Pleternica;Požeško-slavonska;;704;61522;34310;2600080.75;5013134.606
Frkljevci;Pleternica;Požeško-slavonska;;384;17035;34310;2603959.468;5013009.373
Bzenica;Pleternica;Požeško-slavonska;;98;7510;34310;2599205.5;5013050.5
Kadanovci;Pleternica;Požeško-slavonska;;217;26930;34310;2604854.889;5012343.998
Brðani;Pleternica;Požeško-slavonska;;52;4898;34310;2608417.745;5012130.595
Požeška Koprivnica;Pleternica;Požeško-slavonska;;332;30163;34310;2597748.753;5011998.831
Mihaljeviæi;Pleternica;Požeško-slavonska;;3;40703;34310;2607436.25;5011804.5
Poloje;Pleternica;Požeško-slavonska;;85;50083;34310;2599162.76;5011729.311
Zagraðe;Pleternica;Požeško-slavonska;;567;72133;34310;2603216.25;5010812.5
Bilice;Pleternica;Požeško-slavonska;;196;2887;34310;2605661.25;5010153.5
Komorica;Pleternica;Požeško-slavonska;;213;29866;34315;2596643.469;5010311.979
Buèje;Pleternica;Požeško-slavonska;;333;6645;34315;2600860.172;5009508.68
Ratkovica;Pleternica;Požeško-slavonska;;272;54372;34315;2596242.75;5009145.5
Brodski Drenovac;Pleternica;Požeško-slavonska;;827;14842;34315;2598478.5;5008320
Duboševica;Draž;Osjeèko-baranjska;;646;15377;31304;2670354.259;5083904.242
Topolje;Draž;Osjeèko-baranjska;;469;65200;31304;2673841.721;5081368.102
Batina;Draž;Osjeèko-baranjska;;1019;1589;31306;2682576.795;5079121.341
Draž;Draž;Osjeèko-baranjska;Opæine;621;14770;31305;2678308.354;5078472.584
Kneževo;Popovac;Osjeèko-baranjska;;944;29327;31302;2666767;5079106.5
Gajiæ;Draž;Osjeèko-baranjska;;342;17345;31305;2676892.523;5078763.619
Branjina;Popovac;Osjeèko-baranjska;;354;4600;31303;2670765;5076732.5
Podolje;Draž;Osjeèko-baranjska;;166;49450;31303;2673628.685;5076061.771
Zmajevac;Kneževi Vinogradi;Osjeèko-baranjska;;962;73431;31307;2679320.117;5074071.436
Popovac;Popovac;Osjeèko-baranjska;Opæine;1006;50687;31303;2668221.48;5074810.384
Kotlina;Kneževi Vinogradi;Osjeèko-baranjska;;329;31046;31309;2674440.079;5072872.146
Branjin Vrh;Beli Manastir;Osjeèko-baranjska;;1139;4596;31301;2664622.238;5073335.04
Suza;Kneževi Vinogradi;Osjeèko-baranjska;;641;61743;31308;2677287.5;5072346
Luè;Petlovac;Osjeèko-baranjska;;435;36331;31300;2658636.01;5072142.851
Šeæerana;Beli Manastir;Osjeèko-baranjska;;572;62901;31300;2662921.25;5072170
Šumarina;Beli Manastir;Osjeèko-baranjska;;550;64246;31300;2662384.465;5071389.294
Beli Manastir;Beli Manastir;Osjeèko-baranjska;Grada;8795;2178;31300;2664508;5070999.5
Kamenac;Kneževi Vinogradi;Osjeèko-baranjska;;177;27235;31309;2671835.339;5070770.755
Širine;Petlovac;Osjeèko-baranjska;;88;63436;31300;2660626.25;5070417.5
Moslavina Podravska;Podravska Moslavina;Osjeèko-baranjska;Opæine;900;41912;31530;2615580.5;5071293
Zeleno Polje;Petlovac;Osjeèko-baranjska;;73;73172;31321;2656198.92;5070492.476
Karanac;Kneževi Vinogradi;Osjeèko-baranjska;;1048;27758;31315;2670411.674;5069750.782
Kneževi Vinogradi;Kneževi Vinogradi;Osjeèko-baranjska;Opæine;1713;29297;31309;2674472.877;5068954.97
Petlovac;Petlovac;Osjeèko-baranjska;Opæine;789;47724;31321;2658119.75;5069238.5
Martinci Miholjaèki;Podravska Moslavina;Osjeèko-baranjska;;48;39675;31530;2610581.312;5070180.935
Donji Miholjac;Donji Miholjac;Osjeèko-baranjska;Grada;6722;13722;31540;2629566.094;5068928.985
Baranjsko Petrovo Selo;Petlovac;Osjeèko-baranjska;;520;1147;31322;2653643.885;5068775.779
Sudaraž;Petlovac;Osjeèko-baranjska;;0;61379;31300;2661559.602;5068304.912
Mirkovac;Kneževi Vinogradi;Osjeèko-baranjska;;128;41297;31309;2679249.938;5067272.548
Viljevo;Viljevo;Osjeèko-baranjska;Opæine;1310;69094;31531;2622008.15;5067672.092
Gezinci;Podravska Moslavina;Osjeèko-baranjska;;46;17728;31530;2611047.25;5068320
Krèenik;Podravska Moslavina;Osjeèko-baranjska;;401;31984;31530;2614564.431;5067179.202
Novi Bezdan;Petlovac;Osjeèko-baranjska;;327;43699;31322;2653283.613;5066788.522
Majške Meðe;Jagodnjak;Osjeèko-baranjska;;81;37494;31323;2655126.75;5066868.5
Jasenovac;Kneževi Vinogradi;Osjeèko-baranjska;;52;25828;31309;2675415.933;5066173.437
Sveti Ðurað;Donji Miholjac;Osjeèko-baranjska;;906;61948;31552;2636226.289;5066567.103
Zlatna Greda;Bilje;Osjeèko-baranjska;;11;73393;31328;2684450.56;5065837.377
Novo Nevesinje;Petlovac;Osjeèko-baranjska;;72;44091;31322;2649462.864;5066321.871
Kozarac;Èeminac;Osjeèko-baranjska;;720;31178;31325;2669690.983;5065540.261
Novi Bolman;Jagodnjak;Osjeèko-baranjska;;138;43702;31323;2658938.471;5065456.273
Podgajci Podravski;Donji Miholjac;Osjeèko-baranjska;;737;48968;31552;2638152.662;5065538.67
Bolman;Jagodnjak;Osjeèko-baranjska;;516;3999;31323;2657331.167;5065155.703
Mitrovac;Èeminac;Osjeèko-baranjska;;34;41432;31309;2673338.75;5064192
Ivanovo;Viljevo;Osjeèko-baranjska;;332;18023;31531;2625433.066;5065032.205
Cret Viljevski;Viljevo;Osjeèko-baranjska;;98;8389;31531;2621913.25;5064692
Sokolovac;Kneževi Vinogradi;Osjeèko-baranjska;;40;58858;31309;2678930.631;5063553.379
Jagodnjak;Jagodnjak;Osjeèko-baranjska;Opæine;1572;25160;31324;2663078.451;5063007.81
Rakitovica;Donji Miholjac;Osjeèko-baranjska;;905;53929;31543;2632076.318;5063957.07
Grabovac;Èeminac;Osjeèko-baranjska;;849;21741;31309;2675030.257;5062656.186
Boèkinci;Marijanci;Osjeèko-baranjska;;196;3662;31552;2638039.858;5063586.215
Blanje;Viljevo;Osjeèko-baranjska;;69;3301;31531;2623549.316;5063649.854
Bockovac;Viljevo;Osjeèko-baranjska;;74;3638;31531;2624355.493;5063603.071
Gat;Belišæe;Osjeèko-baranjska;;754;17604;31554;2642553.009;5063097.925
Èrnkovci;Marijanci;Osjeèko-baranjska;;875;9873;31553;2640226.931;5063096.467
Kapelna;Viljevo;Osjeèko-baranjska;;354;27626;31531;2622542.196;5062871.158
Èeminac;Èeminac;Osjeèko-baranjska;Opæine;1003;9342;31325;2669236;5061534.5
Bistrinci;Belišæe;Osjeèko-baranjska;;1690;3085;31551;2648178.519;5061856.586
Veliškovci;Belišæe;Osjeèko-baranjska;;705;68675;31554;2642279.75;5061597.5
Miholjaèki Poreè;Donji Miholjac;Osjeèko-baranjska;;194;40789;31543;2632601.75;5061894.5
Radikovci;Donji Miholjac;Osjeèko-baranjska;;334;53333;31543;2633992.577;5061619.331
Kozjak;Bilje;Osjeèko-baranjska;;80;31291;31328;2680587.104;5060734.506
Belišæe;Belišæe;Osjeèko-baranjska;Grada;7022;2208;31551;2648555.684;5060791.033
Tikveš;Bilje;Osjeèko-baranjska;;28;64653;31328;2683001.466;5060327.663
Golinci;Donji Miholjac;Osjeèko-baranjska;;479;18252;31543;2630102.203;5060932.7
Novi Èeminac;Jagodnjak;Osjeèko-baranjska;;359;43737;31325;2667042.943;5060404.91
Èamagajevci;Marijanci;Osjeèko-baranjska;;245;9059;31555;2636911.852;5060982.364
Kitišanci;Belišæe;Osjeèko-baranjska;;145;28525;31554;2646297.924;5060682.53
Krunoslavje;Viljevo;Osjeèko-baranjska;;124;32794;31543;2626425.253;5060709.076
Tiborjanci;Belišæe;Osjeèko-baranjska;;300;64629;31554;2643361.747;5060511.065
Lug;Bilje;Osjeèko-baranjska;;854;36471;31328;2677982.276;5058704.871
Uglješ;Darda;Osjeèko-baranjska;;627;66702;31326;2669130.588;5058523.977
Valpovo;Valpovo;Osjeèko-baranjska;Grada;7806;67121;31550;2649633.5;5057967
Kunišinci;Marijanci;Osjeèko-baranjska;;339;33464;31555;2639099;5059134.5
Marijanci;Marijanci;Osjeèko-baranjska;Opæine;922;39250;31555;2640042.25;5058616.5
Nard;Valpovo;Osjeèko-baranjska;;555;42714;31550;2654804.593;5058402.352
Vinogradci;Belišæe;Osjeèko-baranjska;;270;69264;31554;2645483;5058586
Švajcarnica;Darda;Osjeèko-baranjska;;243;64424;31326;2670197.196;5057705.064
Magadenovac;Magadenovac;Osjeèko-baranjska;Opæine;103;37389;31542;2631880.229;5057722.009
Kuæanci;Magadenovac;Osjeèko-baranjska;;618;33103;31542;2627715.458;5057255.964
Brezovica;Marijanci;Osjeèko-baranjska;;78;5754;31555;2636150.977;5057570.959
Šljivoševci;Magadenovac;Osjeèko-baranjska;;375;63754;31542;2633807.889;5057536.398
Darda;Darda;Osjeèko-baranjska;Opæine;5273;10332;31326;2670932.384;5054713.755
Gorica Valpovaèka;Belišæe;Osjeèko-baranjska;;180;18694;31550;2644811.25;5056590
Podunavlje;Bilje;Osjeèko-baranjska;;2;49808;31327;2680740.313;5055622.183
Bocanjevci;Belišæe;Osjeèko-baranjska;;522;3620;31550;2643657.901;5055814.514
Šag;Valpovo;Osjeèko-baranjska;;439;62561;31550;2653798.004;5055820.772
Vardarac;Bilje;Osjeèko-baranjska;;653;67237;31327;2677385.401;5054761.861
Marjanèaci;Valpovo;Osjeèko-baranjska;;336;39390;31227;2648058.213;5055028.315
Benièanci;Magadenovac;Osjeèko-baranjska;;594;2364;31542;2631190.215;5055395.498
Laciæi;Magadenovac;Osjeèko-baranjska;;405;34002;31542;2634575.554;5055213.836
Ladimirevci;Valpovo;Osjeèko-baranjska;;1617;34045;31550;2652060.841;5054306.907
Bilje;Bilje;Osjeèko-baranjska;Opæine;3020;2925;31327;2675401.295;5052538.036
Ivanovci;Valpovo;Osjeèko-baranjska;;494;24848;31227;2647354.721;5053723.158
Petrijevci;Petrijevci;Osjeèko-baranjska;Opæine;2446;47791;31208;2659241.534;5053212.169
Malinovac;Magadenovac;Osjeèko-baranjska;;112;38776;31542;2630097.566;5053854.855
Satnica;Petrijevci;Osjeèko-baranjska;;625;56588;31208;2655734.458;5053152.935
Kopaèevo;Bilje;Osjeèko-baranjska;;602;30104;31327;2678845.702;5052117.334
Zelèin;Valpovo;Osjeèko-baranjska;;352;73156;31227;2645828.621;5052837.151
Marjanski Ivanovci;Marijanci;Osjeèko-baranjska;;4;39403;31555;2640317.25;5053188.5
Bokšiæ Lug;Ðurðenovac;Osjeèko-baranjska;;300;3948;31511;2622095.25;5053009.5
Samatovci;Bizovac;Osjeèko-baranjska;;606;56405;31222;2656644.959;5050590.37
Bizovac;Bizovac;Osjeèko-baranjska;Opæine;2238;3140;31222;2653231.75;5050663.5
Josipovac;Osijek;Osjeèko-baranjska;;4181;26522;31221;2662857.444;5049799.235
Harkanovci;Valpovo;Osjeèko-baranjska;;603;23264;31227;2643453.107;5050149.52
Bokšiæ;Ðurðenovac;Osjeèko-baranjska;;533;3921;31511;2619881.592;5049452.715
Tvrðavica;Osijek;Osjeèko-baranjska;;754;66605;31000;2670617.25;5048965.5
Cret Bizovaèki;Bizovac;Osjeèko-baranjska;;631;8362;31222;2649600.052;5048717.835
Višnjevac;Osijek;Osjeèko-baranjska;;6913;69531;31220;2665837.594;5048036.487
Osijek;Osijek;Osjeèko-baranjska;Županije;91046;45691;31000;2671763;5046966
Podravlje;Osijek;Osjeèko-baranjska;;352;49506;31000;2672689.084;5047983.885
Šaptinovci;Ðurðenovac;Osjeèko-baranjska;;613;62693;31511;2622153.882;5048451.095
Lipine;Ðurðenovac;Osjeèko-baranjska;;88;35343;31500;2628641.393;5048591.171
Cerovac;Bizovac;Osjeèko-baranjska;;35;7960;31222;2657343.864;5048133.48
Novaki Bizovaèki;Bizovac;Osjeèko-baranjska;;211;43494;31223;2652566.25;5047629
Klokoèevci;Ðurðenovac;Osjeèko-baranjska;;464;29009;31500;2625461.75;5047387.5
Topoline;Koška;Osjeèko-baranjska;;157;65137;31224;2646618.607;5047012.482
Normanci;Koška;Osjeèko-baranjska;;272;71447;31224;2645528.838;5046397.714
Beljevina;Ðurðenovac;Osjeèko-baranjska;;793;2305;31511;2619451.25;5046712
Selci;Bizovac;Osjeèko-baranjska;;24;56952;31222;2657490.393;5046201.127
Nemetin;Osijek;Osjeèko-baranjska;;133;42943;31000;2677682.148;5045473.251
Broðanci;Bizovac;Osjeèko-baranjska;;631;6378;31223;2652596;5045259
Teodorovac;Ðurðenovac;Osjeèko-baranjska;;80;64572;31511;2623482.75;5046136.5
Erdut;Erdut;Osjeèko-baranjska;Opæine;872;16446;31206;2700328.25;5044463
Aljmaš;Erdut;Osjeèko-baranjska;;557;108;31205;2691687.505;5044588.205
Habjanovci;Bizovac;Osjeèko-baranjska;;549;23183;31223;2651076.25;5045133.5
Krèevina;Ðurðenovac;Osjeèko-baranjska;;132;31992;31511;2620644.178;5045364.397
Lila;Našice;Osjeèko-baranjska;;203;35254;31500;2626983;5045825
Ribnjak;Našice;Osjeèko-baranjska;;56;55107;31225;2628461.075;5045674.721
Sarvaš;Osijek;Osjeèko-baranjska;;1432;56545;31204;2683280.75;5043900.5
Koška;Koška;Osjeèko-baranjska;Opæine;1661;30902;31224;2639736.519;5045077.041
Livana;Èepin;Osjeèko-baranjska;;731;35777;31431;2665364.013;5043971.621
Sušine;Ðurðenovac;Osjeèko-baranjska;;332;61662;31511;2622362.25;5045360.5
Niza;Koška;Osjeèko-baranjska;;476;43125;31224;2636021.165;5044900.204
Ðurðenovac;Ðurðenovac;Osjeèko-baranjska;Opæine;3453;16276;31511;2621434.895;5044365.969
Èepin;Èepin;Osjeèko-baranjska;Opæine;10430;9407;31431;2662605.5;5043251
Laðanska;Našice;Osjeèko-baranjska;;347;34134;31225;2630507.25;5044679.5
Bijelo Brdo;Erdut;Osjeèko-baranjska;;2180;2801;31204;2685643.726;5043221.578
Briješæe;Osijek;Osjeèko-baranjska;;1293;6017;31000;2666553;5043418
Brijest;Osijek;Osjeèko-baranjska;;1231;5991;31000;2670157.888;5043076.559
Breznica Našièka;Koška;Osjeèko-baranjska;;667;5576;31225;2633411;5043897.5
Tenja;Osijek;Osjeèko-baranjska;;6322;64564;31207;2675785.232;5041194.865
Ordanja;Koška;Osjeèko-baranjska;;178;45349;31224;2639432.5;5043667.5
Pribiševci;Ðurðenovac;Osjeèko-baranjska;;439;51985;31511;2624000.5;5043771
Gabrilovac;Ðurðenovac;Osjeèko-baranjska;;93;17191;31511;2622535.75;5043537.5
Našièko Novo Selo;Ðurðenovac;Osjeèko-baranjska;;372;42781;31511;2620940.798;5043091.424
Ferièanci;Ferièanci;Osjeèko-baranjska;Opæine;1813;16683;31512;2615750.384;5042156.366
Lièko Novo Selo;Ðurðenovac;Osjeèko-baranjska;;116;35122;31511;2622169.821;5043147.451
Jelisavac;Našice;Osjeèko-baranjska;;1331;26158;31225;2630088.204;5043257.865
Velimirovac;Našice;Osjeèko-baranjska;;1216;68659;31500;2626119.337;5042360.264
Vuèjak Ferièanaèki;Ferièanci;Osjeèko-baranjska;;240;71439;31512;2618878.888;5042730.906
Ovèara;Èepin;Osjeèko-baranjska;;1085;46272;31431;2661972;5041328
Dalj;Erdut;Osjeèko-baranjska;;4707;10197;31226;2694685.256;5039782.182
Èepinski Martinci;Èepin;Osjeèko-baranjska;;687;9415;31431;2654227.484;5041546.907
Ledenik;Koška;Osjeèko-baranjska;;234;34614;31224;2636592.605;5041825.745
Andrijevac;Koška;Osjeèko-baranjska;;192;35041;31224;2638544.586;5041268.452
Lug Subotièki;Koška;Osjeèko-baranjska;;416;36536;31224;2642290.54;5041144.328
Antunovac;Antunovac;Osjeèko-baranjska;Opæine;1739;248;31216;2670187.75;5039630.5
Brezik Našièki;Našice;Osjeèko-baranjska;;383;5436;31500;2622753.374;5040824.645
Branimirovac;Koška;Osjeèko-baranjska;;85;485;31224;2640268;5040530.5
Èokadinci;Èepin;Osjeèko-baranjska;;184;9687;31431;2652205.986;5040484.658
Ivanovac;Antunovac;Osjeèko-baranjska;;1146;24821;31216;2667350;5039140
Našice;Našice;Osjeèko-baranjska;Grada;8166;42773;31500;2624760.25;5038692
Markovac Našièki;Našice;Osjeèko-baranjska;;1698;39489;31500;2626634.366;5039721.428
Klisa;Osijek;Osjeèko-baranjska;;374;28924;31000;2682722;5038429
Valenovac;Ferièanci;Osjeèko-baranjska;;191;67059;31512;2615286.241;5039876.308
Poganovci;Podgoraè;Osjeèko-baranjska;;306;49913;31432;2648844.5;5039109
Donja Motièina;Donja Motièina;Osjeèko-baranjska;Opæine;1279;12076;31500;2619078.75;5039119.5
Martin;Našice;Osjeèko-baranjska;;1124;39616;31500;2623268.198;5038500.596
Bijela Loza;Podgoraè;Osjeèko-baranjska;;205;1996;31433;2638322;5037669.5
Gazije;Ferièanci;Osjeèko-baranjska;;93;17639;31512;2613807.437;5038290.806
Vukojevci;Našice;Osjeèko-baranjska;;994;71625;31500;2629463.75;5037578.5
Kelešinka;Podgoraè;Osjeèko-baranjska;;71;28274;31433;2632059.666;5037963.602
Divoš;Ernestinovo;Osjeèko-baranjska;;31;11045;31215;2669039.75;5036747
Stipanovci;Podgoraè;Osjeèko-baranjska;;438;60577;31433;2631760.605;5036969.303
Zoljan;Našice;Osjeèko-baranjska;;786;73474;31500;2622395;5037058
Vladislavci;Vladislavci;Osjeèko-baranjska;Opæine;1221;69728;31404;2662420.053;5036240.603
Budimci;Podgoraè;Osjeèko-baranjska;;730;6769;31432;2642895.25;5035839.5
Dopsin;Vladislavci;Osjeèko-baranjska;;516;14249;31404;2661260.913;5035612.207
Seona;Donja Motièina;Osjeèko-baranjska;;485;57339;31500;2619544;5036670
